K1,K3,C11,C12,C44,direzione,q_x,q_y,q_z,e1,e2,e3,L_coeff1,L_coeff2,L_coeff3,cmp_T_L
0.2,0.5,5.7999,-2.39996,6.39989,111,0.57735,0.57735,0.57735,4.86658,4.86658,8.86651,-5.55112e-17,5.55112e-17,1,n
0.2,0.55,6.19989,-2.59995,6.99988,100,1,0,0,6.19989,6.99988,6.99988,1,0,0,y
0.2,0.55,6.19989,-2.59995,6.99988,110,0.707107,0.707107,0,4.39992,6.99988,8.79985,0,0,1,n
0.2,0.55,6.19989,-2.59995,6.99988,111,0.57735,0.57735,0.57735,5.26657,5.26657,9.6665,-5.55112e-17,-2.77556e-17,1,n
0.2,0.6,6.59988,-2.79995,7.59987,100,1,0,0,6.59988,7.59987,7.59987,1,0,0,y
0.2,0.6,6.59988,-2.79995,7.59987,110,0.707107,0.707107,0,4.69991,7.59987,9.49983,0,0,1,n
0.2,0.6,6.59988,-2.79995,7.59987,111,0.57735,0.57735,0.57735,5.66657,5.66657,10.4665,-5.55112e-17,5.55112e-17,1,n
0.2,0.65,6.99988,-2.99995,8.19986,100,1,0,0,6.99988,8.19986,8.19986,1,0,0,y
0.2,0.65,6.99988,-2.99995,8.19986,110,0.707107,0.707107,0,4.99991,8.19986,10.1998,0,0,1,n
0.2,0.65,6.99988,-2.99995,8.19986,111,0.57735,0.57735,0.57735,6.06656,6.06656,11.2665,5.55112e-17,1.52656e-16,1,n
0.2,0.7,7.39987,-3.19994,8.79985,100,1,0,0,7.39987,8.79985,8.79985,1,0,0,y
0.2,0.7,7.39987,-3.19994,8.79985,110,0.707107,0.707107,0,5.2999,8.79985,10.8998,0,0,1,n
0.2,0.7,7.39987,-3.19994,8.79985,111,0.57735,0.57735,0.57735,6.46655,6.46655,12.0665,5.55112e-17,4.44089e-16,1,n
0.25,0,1.99996,-0.499991,0.499991,100,1,0,0,0.499991,0.499991,1.99996,0,0,1,n
0.25,0,1.99996,-0.499991,0.499991,110,0.707107,0.707107,0,0.499991,1.24998,1.24998,0,0.707107,0.707107,m
0.25,0,1.99996,-0.499991,0.499991,111,0.57735,0.57735,0.57735,0.999981,0.999981,0.999981,0.57735,0.57735,0.57735,=
0.25,0.05,2.39996,-0.699988,1.09998,100,1,0,0,1.09998,1.09998,2.39996,0,0,1,n
0.25,0.05,2.39996,-0.699988,1.09998,110,0.707107,0.707107,0,1.09998,1.54997,1.94997,0,0,1,n
0.25,0.05,2.39996,-0.699988,1.09998,111,0.57735,0.57735,0.57735,1.39998,1.39998,1.79997,8.88178e-16,0,1,n
0.25,0.1,2.79995,-0.899984,1.69997,100,1,0,0,1.69997,1.69997,2.79995,0,0,1,n
0.25,0.1,2.79995,-0.899984,1.69997,110,0.707107,0.707107,0,1.69997,1.84997,2.64995,0,0,1,n
0.25,0.1,2.79995,-0.899984,1.69997,111,0.57735,0.57735,0.57735,1.79997,1.79997,2.59995,3.05311e-16,4.44089e-16,1,n
0.25,0.15,3.19994,-1.09998,2.29996,100,1,0,0,2.29996,2.29996,3.19994,0,0,1,n
0.25,0.15,3.19994,-1.09998,2.29996,110,0.707107,0.707107,0,2.14996,2.29996,3.34994,0,0,1,n
0.25,0.15,3.19994,-1.09998,2.29996,111,0.57735,0.57735,0.57735,2.19996,2.19996,3.39994,5.55112e-17,-4.44089e-16,1,n
0.25,0.2,3.59994,-1.29998,2.89995,100,1,0,0,2.89995,2.89995,3.59994,0,0,1,n
0.25,0.2,3.59994,-1.29998,2.89995,110,0.707107,0.707107,0,2.44996,2.89995,4.04993,0,0,1,n
0.25,0.2,3.59994,-1.29998,2.89995,111,0.57735,0.57735,0.57735,2.59996,2.59996,4.19993,-5.55112e-17,5.55112e-17,1,n
0.25,0.25,3.99993,-1.49997,3.49994,100,1,0,0,3.49994,3.49994,3.99993,0,0,1,n
0.25,0.25,3.99993,-1.49997,3.49994,110,0.707107,0.707107,0,2.74995,3.49994,4.74992,0,0,1,n
0.25,0.25,3.99993,-1.49997,3.49994,111,0.57735,0.57735,0.57735,2.99995,2.99995,4.99992,1.38778e-16,5.55112e-17,1,n
0.25,0.3,4.39992,-1.69997,4.09993,100,1,0,0,4.09993,4.09993,4.39992,0,0,1,n
0.25,0.3,4.39992,-1.69997,4.09993,110,0.707107,0.707107,0,3.04994,4.09993,5.4499,0,0,1,n
0.25,0.3,4.39992,-1.69997,4.09993,111,0.57735,0.57735,0.57735,3.39994,3.39994,5.7999,-5.55112e-17,-8.32667e-17,1,n
0.25,0.35,4.79992,-1.89997,4.69992,100,1,0,0,4.69992,4.69992,4.79992,0,0,1,n
0.25,0.35,4.79992,-1.89997,4.69992,110,0.707107,0.707107,0,3.34994,4.69992,6.14989,0,0,1,n
0.25,0.35,4.79992,-1.89997,4.69992,111,0.57735,0.57735,0.57735,3.79994,3.79994,6.59989,5.55112e-17,5.55112e-17,1,n
0.25,0.4,5.19991,-2.09996,5.29991,100,1,0,0,5.19991,5.29991,5.29991,1,0,0,y
0.25,0.4,5.19991,-2.09996,5.29991,110,0.707107,0.707107,0,3.64993,5.29991,6.84988,0,0,1,n
0.25,0.4,5.19991,-2.09996,5.29991,111,0.57735,0.57735,0.57735,4.19993,4.19993,7.39988,5.55112e-17,-2.22045e-16,1,n
0.25,0.45,5.5999,-2.29996,5.8999,100,1,0,0,5.5999,5.8999,5.8999,1,0,0,y
0.25,0.45,5.5999,-2.29996,5.8999,110,0.707107,0.707107,0,3.94993,5.8999,7.54987,0,0,1,n
0.25,0.45,5.5999,-2.29996,5.8999,111,0.57735,0.57735,0.57735,4.59992,4.59992,8.19986,1.66533e-16,-8.32667e-17,1,n
0.25,0.5,5.99989,-2.49996,6.49989,100,1,0,0,5.99989,6.49989,6.49989,1,0,0,y
0.25,0.5,5.99989,-2.49996,6.49989,110,0.707107,0.707107,0,4.24992,6.49989,8.24985,0,0,1,n
0.25,0.5,5.99989,-2.49996,6.49989,111,0.57735,0.57735,0.57735,4.99991,4.99991,8.99984,-7.77156e-16,2.77556e-17,1,n
0.25,0.55,6.39989,-2.69995,7.09988,100,1,0,0,6.39989,7.09988,7.09988,1,0,0,y
0.25,0.55,6.39989,-2.69995,7.09988,110,0.707107,0.707107,0,4.54992,7.09988,8.94985,0,0,1,n
0.25,0.55,6.39989,-2.69995,7.09988,111,0.57735,0.57735,0.57735,5.39991,5.39991,9.79984,-5.55112e-17,-2.77556e-17,1,n
0.25,0.6,6.79988,-2.89995,7.69986,100,1,0,0,6.79988,7.69986,7.69986,1,0,0,y
0.25,0.6,6.79988,-2.89995,7.69986,110,0.707107,0.707107,0,4.84991,7.69986,9.64982,0,0,1,n
0.25,0.6,6.79988,-2.89995,7.69986,111,0.57735,0.57735,0.57735,5.7999,5.7999,10.5998,5.55112e-17,-2.22045e-16,1,n
0.25,0.65,7.19987,-3.09995,8.29985,100,1,0,0,7.19987,8.29985,8.29985,1,0,0,y
0.25,0.65,7.19987,-3.09995,8.29985,110,0.707107,0.707107,0,5.14991,8.29985,10.3498,0,0,1,n
0.25,0.65,7.19987,-3.09995,8.29985,111,0.57735,0.57735,0.57735,6.19989,6.19989,11.3998,-1.38778e-17,-3.33067e-16,1,n
0.25,0.7,7.59987,-3.29994,8.89984,100,1,0,0,7.59987,8.89984,8.89984,1,0,0,y
0.25,0.7,7.59987,-3.29994,8.89984,110,0.707107,0.707107,0,5.4499,8.89984,11.0498,0,0,1,n
0.25,0.7,7.59987,-3.29994,8.89984,111,0.57735,0.57735,0.57735,6.59988,6.59988,12.1998,5.55112e-17,5.55112e-17,1,n
