LAMMPS data file for SC lattice

125 atoms
19125 angles

1 atom types
6 angle types

0.0 5 xlo xhi
0.0 5 ylo yhi
0.0 5 zlo zhi

Masses

1 1.0

Atoms

10183 1 92 67 91
10184 1 92 67 93
10185 1 92 67 97
10186 2 37 67 41
10187 2 37 67 43
10188 3 37 67 47
10189 2 37 67 61
10190 2 37 67 63
10191 4 37 67 71
10192 4 37 67 73
10193 3 37 67 87
10194 4 37 67 91
10195 4 37 67 93
10196 6 37 67 97
10197 3 41 67 43
10198 2 41 67 47
10199 2 41 67 61
10200 4 41 67 63
10201 2 41 67 71
10202 4 41 67 73
10203 4 41 67 87
10204 3 41 67 91
10205 6 41 67 93
10206 4 41 67 97
10207 2 43 67 47
10208 4 43 67 61
10209 2 43 67 63
10210 4 43 67 71
10211 2 43 67 73
10212 4 43 67 87
10213 6 43 67 91
10214 3 43 67 93
10215 4 43 67 97
10216 4 47 67 61
10217 4 47 67 63
10218 2 47 67 71
10219 2 47 67 73
10220 6 47 67 87
10221 4 47 67 91
10222 4 47 67 93
10223 3 47 67 97
10224 3 61 67 63
10225 3 61 67 71
10226 6 61 67 73
10227 2 61 67 87
10228 2 61 67 91
10229 4 61 67 93
10230 4 61 67 97
10231 6 63 67 71
10232 3 63 67 73
10233 2 63 67 87
10234 4 63 67 91
10235 2 63 67 93
10236 4 63 67 97
10237 3 71 67 73
10238 4 71 67 87
10239 2 71 67 91
10240 4 71 67 93
10241 2 71 67 97
10242 4 73 67 87
10243 4 73 67 91
10244 2 73 67 93
10245 2 73 67 97
10246 2 87 67 91
10247 2 87 67 93
10248 3 87 67 97
10249 3 91 67 93
10250 2 91 67 97
10251 2 93 67 97
10252 3 43 68 63
10253 3 43 68 67
10254 3 43 68 69
10255 3 43 68 73
10256 6 43 68 93
10257 1 43 68 38
10258 1 43 68 42
10259 1 43 68 44
10260 1 43 68 48
10261 3 43 68 62
10262 3 43 68 64
10263 3 43 68 72
10264 3 43 68 74
10265 5 43 68 88
10266 5 43 68 92
10267 5 43 68 94
10268 5 43 68 98
10269 3 63 68 67
10270 3 63 68 69
10271 6 63 68 73
10272 3 63 68 93
10273 1 63 68 38
10274 3 63 68 42
10275 3 63 68 44
10276 5 63 68 48
10277 1 63 68 62
10278 1 63 68 64
10279 5 63 68 72
10280 5 63 68 74
10281 1 63 68 88
10282 3 63 68 92
10283 3 63 68 94
10284 5 63 68 98
10285 6 67 68 69
10286 3 67 68 73
10287 3 67 68 93
10288 3 67 68 38
10289 1 67 68 42
10290 5 67 68 44
10291 3 67 68 48
10292 1 67 68 62
10293 5 67 68 64
10294 1 67 68 72
10295 5 67 68 74
10296 3 67 68 88
10297 1 67 68 92
10298 5 67 68 94
10299 3 67 68 98
10300 3 69 68 73
10301 3 69 68 93
10302 3 69 68 38
10303 5 69 68 42
10304 1 69 68 44
10305 3 69 68 48
10306 5 69 68 62
10307 1 69 68 64
10308 5 69 68 72
10309 1 69 68 74
10310 3 69 68 88
10311 5 69 68 92
10312 1 69 68 94
10313 3 69 68 98
10314 3 73 68 93
10315 5 73 68 38
10316 3 73 68 42
10317 3 73 68 44
10318 1 73 68 48
10319 5 73 68 62
10320 5 73 68 64
10321 1 73 68 72
10322 1 73 68 74
10323 5 73 68 88
10324 3 73 68 92
10325 3 73 68 94
10326 1 73 68 98
10327 5 93 68 38
10328 5 93 68 42
10329 5 93 68 44
10330 5 93 68 48
10331 3 93 68 62
10332 3 93 68 64
10333 3 93 68 72
10334 3 93 68 74
10335 1 93 68 88
10336 1 93 68 92
10337 1 93 68 94
10338 1 93 68 98
10339 2 38 68 42
10340 2 38 68 44
10341 3 38 68 48
10342 2 38 68 62
10343 2 38 68 64
10344 4 38 68 72
10345 4 38 68 74
10346 3 38 68 88
10347 4 38 68 92
10348 4 38 68 94
10349 6 38 68 98
10350 3 42 68 44
10351 2 42 68 48
10352 2 42 68 62
10353 4 42 68 64
10354 2 42 68 72
10355 4 42 68 74
10356 4 42 68 88
10357 3 42 68 92
10358 6 42 68 94
10359 4 42 68 98
10360 2 44 68 48
10361 4 44 68 62
10362 2 44 68 64
10363 4 44 68 72
10364 2 44 68 74
10365 4 44 68 88
10366 6 44 68 92
10367 3 44 68 94
10368 4 44 68 98
10369 4 48 68 62
10370 4 48 68 64
10371 2 48 68 72
10372 2 48 68 74
10373 6 48 68 88
10374 4 48 68 92
10375 4 48 68 94
10376 3 48 68 98
10377 3 62 68 64
10378 3 62 68 72
10379 6 62 68 74
10380 2 62 68 88
10381 2 62 68 92
10382 4 62 68 94
10383 4 62 68 98
10384 6 64 68 72
10385 3 64 68 74
10386 2 64 68 88
10387 4 64 68 92
10388 2 64 68 94
10389 4 64 68 98
10390 3 72 68 74
10391 4 72 68 88
10392 2 72 68 92
10393 4 72 68 94
10394 2 72 68 98
10395 4 74 68 88
10396 4 74 68 92
10397 2 74 68 94
10398 2 74 68 98
10399 2 88 68 92
10400 2 88 68 94
10401 3 88 68 98
10402 3 92 68 94
10403 2 92 68 98
10404 2 94 68 98
10405 3 44 69 64
10406 3 44 69 68
10407 3 44 69 70
10408 3 44 69 74
10409 6 44 69 94
10410 1 44 69 39
10411 1 44 69 43
10412 1 44 69 45
10413 1 44 69 49
10414 3 44 69 63
10415 3 44 69 65
10416 3 44 69 73
10417 3 44 69 75
10418 5 44 69 89
10419 5 44 69 93
10420 5 44 69 95
10421 5 44 69 99
10422 3 64 69 68
10423 3 64 69 70
10424 6 64 69 74
10425 3 64 69 94
10426 1 64 69 39
10427 3 64 69 43
10428 3 64 69 45
10429 5 64 69 49
10430 1 64 69 63
10431 1 64 69 65
10432 5 64 69 73
10433 5 64 69 75
10434 1 64 69 89
10435 3 64 69 93
10436 3 64 69 95
10437 5 64 69 99
10438 6 68 69 70
10439 3 68 69 74
10440 3 68 69 94
10441 3 68 69 39
10442 1 68 69 43
10443 5 68 69 45
10444 3 68 69 49
10445 1 68 69 63
10446 5 68 69 65
10447 1 68 69 73
10448 5 68 69 75
10449 3 68 69 89
10450 1 68 69 93
10451 5 68 69 95
10452 3 68 69 99
10453 3 70 69 74
10454 3 70 69 94
10455 3 70 69 39
10456 5 70 69 43
10457 1 70 69 45
10458 3 70 69 49
10459 5 70 69 63
10460 1 70 69 65
10461 5 70 69 73
10462 1 70 69 75
10463 3 70 69 89
10464 5 70 69 93
10465 1 70 69 95
10466 3 70 69 99
10467 3 74 69 94
10468 5 74 69 39
10469 3 74 69 43
10470 3 74 69 45
10471 1 74 69 49
10472 5 74 69 63
10473 5 74 69 65
10474 1 74 69 73
10475 1 74 69 75
10476 5 74 69 89
10477 3 74 69 93
10478 3 74 69 95
10479 1 74 69 99
10480 5 94 69 39
10481 5 94 69 43
10482 5 94 69 45
10483 5 94 69 49
10484 3 94 69 63
10485 3 94 69 65
10486 3 94 69 73
10487 3 94 69 75
10488 1 94 69 89
10489 1 94 69 93
10490 1 94 69 95
10491 1 94 69 99
10492 2 39 69 43
10493 2 39 69 45
10494 3 39 69 49
10495 2 39 69 63
10496 2 39 69 65
10497 4 39 69 73
10498 4 39 69 75
10499 3 39 69 89
10500 4 39 69 93
10501 4 39 69 95
10502 6 39 69 99
10503 3 43 69 45
10504 2 43 69 49
10505 2 43 69 63
10506 4 43 69 65
10507 2 43 69 73
10508 4 43 69 75
10509 4 43 69 89
10510 3 43 69 93
10511 6 43 69 95
10512 4 43 69 99
10513 2 45 69 49
10514 4 45 69 63
10515 2 45 69 65
10516 4 45 69 73
10517 2 45 69 75
10518 4 45 69 89
10519 6 45 69 93
10520 3 45 69 95
10521 4 45 69 99
10522 4 49 69 63
10523 4 49 69 65
10524 2 49 69 73
10525 2 49 69 75
10526 6 49 69 89
10527 4 49 69 93
10528 4 49 69 95
10529 3 49 69 99
10530 3 63 69 65
10531 3 63 69 73
10532 6 63 69 75
10533 2 63 69 89
10534 2 63 69 93
10535 4 63 69 95
10536 4 63 69 99
10537 6 65 69 73
10538 3 65 69 75
10539 2 65 69 89
10540 4 65 69 93
10541 2 65 69 95
10542 4 65 69 99
10543 3 73 69 75
10544 4 73 69 89
10545 2 73 69 93
10546 4 73 69 95
10547 2 73 69 99
10548 4 75 69 89
10549 4 75 69 93
10550 2 75 69 95
10551 2 75 69 99
10552 2 89 69 93
10553 2 89 69 95
10554 3 89 69 99
10555 3 93 69 95
10556 2 93 69 99
10557 2 95 69 99
10558 3 45 70 65
10559 3 45 70 69
10560 3 45 70 66
10561 3 45 70 75
10562 6 45 70 95
10563 1 45 70 40
10564 1 45 70 44
10565 1 45 70 41
10566 1 45 70 50
10567 3 45 70 64
10568 3 45 70 61
10569 3 45 70 74
10570 3 45 70 71
10571 5 45 70 90
10572 5 45 70 94
10573 5 45 70 91
10574 5 45 70 100
10575 3 65 70 69
10576 3 65 70 66
10577 6 65 70 75
10578 3 65 70 95
10579 1 65 70 40
10580 3 65 70 44
10581 3 65 70 41
10582 5 65 70 50
10583 1 65 70 64
10584 1 65 70 61
10585 5 65 70 74
10586 5 65 70 71
10587 1 65 70 90
10588 3 65 70 94
10589 3 65 70 91
10590 5 65 70 100
10591 6 69 70 66
10592 3 69 70 75
10593 3 69 70 95
10594 3 69 70 40
10595 1 69 70 44
10596 5 69 70 41
10597 3 69 70 50
10598 1 69 70 64
10599 5 69 70 61
10600 1 69 70 74
10601 5 69 70 71
10602 3 69 70 90
10603 1 69 70 94
10604 5 69 70 91
10605 3 69 70 100
10606 3 66 70 75
10607 3 66 70 95
10608 3 66 70 40
10609 5 66 70 44
10610 1 66 70 41
10611 3 66 70 50
10612 5 66 70 64
10613 1 66 70 61
10614 5 66 70 74
10615 1 66 70 71
10616 3 66 70 90
10617 5 66 70 94
10618 1 66 70 91
10619 3 66 70 100
10620 3 75 70 95
10621 5 75 70 40
10622 3 75 70 44
10623 3 75 70 41
10624 1 75 70 50
10625 5 75 70 64
10626 5 75 70 61
10627 1 75 70 74
10628 1 75 70 71
10629 5 75 70 90
10630 3 75 70 94
10631 3 75 70 91
10632 1 75 70 100
10633 5 95 70 40
10634 5 95 70 44
10635 5 95 70 41
10636 5 95 70 50
10637 3 95 70 64
10638 3 95 70 61
10639 3 95 70 74
10640 3 95 70 71
10641 1 95 70 90
10642 1 95 70 94
10643 1 95 70 91
10644 1 95 70 100
10645 2 40 70 44
10646 2 40 70 41
10647 3 40 70 50
10648 2 40 70 64
10649 2 40 70 61
10650 4 40 70 74
10651 4 40 70 71
10652 3 40 70 90
10653 4 40 70 94
10654 4 40 70 91
10655 6 40 70 100
10656 3 44 70 41
10657 2 44 70 50
10658 2 44 70 64
10659 4 44 70 61
10660 2 44 70 74
10661 4 44 70 71
10662 4 44 70 90
10663 3 44 70 94
10664 6 44 70 91
10665 4 44 70 100
10666 2 41 70 50
10667 4 41 70 64
10668 2 41 70 61
10669 4 41 70 74
10670 2 41 70 71
10671 4 41 70 90
10672 6 41 70 94
10673 3 41 70 91
10674 4 41 70 100
10675 4 50 70 64
10676 4 50 70 61
10677 2 50 70 74
10678 2 50 70 71
10679 6 50 70 90
10680 4 50 70 94
10681 4 50 70 91
10682 3 50 70 100
10683 3 64 70 61
10684 3 64 70 74
10685 6 64 70 71
10686 2 64 70 90
10687 2 64 70 94
10688 4 64 70 91
10689 4 64 70 100
10690 6 61 70 74
10691 3 61 70 71
10692 2 61 70 90
10693 4 61 70 94
10694 2 61 70 91
10695 4 61 70 100
10696 3 74 70 71
10697 4 74 70 90
10698 2 74 70 94
10699 4 74 70 91
10700 2 74 70 100
10701 4 71 70 90
10702 4 71 70 94
10703 2 71 70 91
10704 2 71 70 100
10705 2 90 70 94
10706 2 90 70 91
10707 3 90 70 100
10708 3 94 70 91
10709 2 94 70 100
10710 2 91 70 100
10711 3 46 71 66
10712 3 46 71 75
10713 3 46 71 72
10714 3 46 71 51
10715 6 46 71 96
10716 1 46 71 41
10717 1 46 71 50
10718 1 46 71 47
10719 1 46 71 26
10720 3 46 71 70
10721 3 46 71 67
10722 3 46 71 55
10723 3 46 71 52
10724 5 46 71 91
10725 5 46 71 100
10726 5 46 71 97
10727 5 46 71 76
10728 3 66 71 75
10729 3 66 71 72
10730 6 66 71 51
10731 3 66 71 96
10732 1 66 71 41
10733 3 66 71 50
10734 3 66 71 47
10735 5 66 71 26
10736 1 66 71 70
10737 1 66 71 67
10738 5 66 71 55
10739 5 66 71 52
10740 1 66 71 91
10741 3 66 71 100
10742 3 66 71 97
10743 5 66 71 76
10744 6 75 71 72
10745 3 75 71 51
10746 3 75 71 96
10747 3 75 71 41
10748 1 75 71 50
10749 5 75 71 47
10750 3 75 71 26
10751 1 75 71 70
10752 5 75 71 67
10753 1 75 71 55
10754 5 75 71 52
10755 3 75 71 91
10756 1 75 71 100
10757 5 75 71 97
10758 3 75 71 76
10759 3 72 71 51
10760 3 72 71 96
10761 3 72 71 41
10762 5 72 71 50
10763 1 72 71 47
10764 3 72 71 26
10765 5 72 71 70
10766 1 72 71 67
10767 5 72 71 55
10768 1 72 71 52
10769 3 72 71 91
10770 5 72 71 100
10771 1 72 71 97
10772 3 72 71 76
10773 3 51 71 96
10774 5 51 71 41
10775 3 51 71 50
10776 3 51 71 47
10777 1 51 71 26
10778 5 51 71 70
10779 5 51 71 67
10780 1 51 71 55
10781 1 51 71 52
10782 5 51 71 91
10783 3 51 71 100
10784 3 51 71 97
10785 1 51 71 76
10786 5 96 71 41
10787 5 96 71 50
10788 5 96 71 47
10789 5 96 71 26
10790 3 96 71 70
10791 3 96 71 67
10792 3 96 71 55
10793 3 96 71 52
10794 1 96 71 91
10795 1 96 71 100
10796 1 96 71 97
10797 1 96 71 76
10798 2 41 71 50
10799 2 41 71 47
10800 3 41 71 26
10801 2 41 71 70
10802 2 41 71 67
10803 4 41 71 55
10804 4 41 71 52
10805 3 41 71 91
10806 4 41 71 100
10807 4 41 71 97
10808 6 41 71 76
10809 3 50 71 47
10810 2 50 71 26
10811 2 50 71 70
10812 4 50 71 67
10813 2 50 71 55
10814 4 50 71 52
10815 4 50 71 91
10816 3 50 71 100
10817 6 50 71 97
10818 4 50 71 76
10819 2 47 71 26
10820 4 47 71 70
10821 2 47 71 67
10822 4 47 71 55
10823 2 47 71 52
10824 4 47 71 91
10825 6 47 71 100
10826 3 47 71 97
10827 4 47 71 76
10828 4 26 71 70
10829 4 26 71 67
10830 2 26 71 55
10831 2 26 71 52
10832 6 26 71 91
10833 4 26 71 100
10834 4 26 71 97
10835 3 26 71 76
10836 3 70 71 67
10837 3 70 71 55
10838 6 70 71 52
10839 2 70 71 91
10840 2 70 71 100
10841 4 70 71 97
10842 4 70 71 76
10843 6 67 71 55
10844 3 67 71 52
10845 2 67 71 91
10846 4 67 71 100
10847 2 67 71 97
10848 4 67 71 76
10849 3 55 71 52
10850 4 55 71 91
10851 2 55 71 100
10852 4 55 71 97
10853 2 55 71 76
10854 4 52 71 91
10855 4 52 71 100
10856 2 52 71 97
10857 2 52 71 76
10858 2 91 71 100
10859 2 91 71 97
10860 3 91 71 76
10861 3 100 71 97
10862 2 100 71 76
10863 2 97 71 76
10864 3 47 72 67
10865 3 47 72 71
10866 3 47 72 73
10867 3 47 72 52
10868 6 47 72 97
10869 1 47 72 42
10870 1 47 72 46
10871 1 47 72 48
10872 1 47 72 27
10873 3 47 72 66
10874 3 47 72 68
10875 3 47 72 51
10876 3 47 72 53
10877 5 47 72 92
10878 5 47 72 96
10879 5 47 72 98
10880 5 47 72 77
10881 3 67 72 71
10882 3 67 72 73
10883 6 67 72 52
10884 3 67 72 97
10885 1 67 72 42
10886 3 67 72 46
10887 3 67 72 48
10888 5 67 72 27
10889 1 67 72 66
10890 1 67 72 68
10891 5 67 72 51
10892 5 67 72 53
10893 1 67 72 92
10894 3 67 72 96
10895 3 67 72 98
10896 5 67 72 77
10897 6 71 72 73
10898 3 71 72 52
10899 3 71 72 97
10900 3 71 72 42
10901 1 71 72 46
10902 5 71 72 48
10903 3 71 72 27
10904 1 71 72 66
10905 5 71 72 68
10906 1 71 72 51
10907 5 71 72 53
10908 3 71 72 92
10909 1 71 72 96
10910 5 71 72 98
10911 3 71 72 77
10912 3 73 72 52
10913 3 73 72 97
10914 3 73 72 42
10915 5 73 72 46
10916 1 73 72 48
10917 3 73 72 27
10918 5 73 72 66
10919 1 73 72 68
10920 5 73 72 51
10921 1 73 72 53
10922 3 73 72 92
10923 5 73 72 96
10924 1 73 72 98
10925 3 73 72 77
10926 3 52 72 97
10927 5 52 72 42
10928 3 52 72 46
10929 3 52 72 48
10930 1 52 72 27
10931 5 52 72 66
10932 5 52 72 68
10933 1 52 72 51
10934 1 52 72 53
10935 5 52 72 92
10936 3 52 72 96
10937 3 52 72 98
10938 1 52 72 77
10939 5 97 72 42
10940 5 97 72 46
10941 5 97 72 48
10942 5 97 72 27
10943 3 97 72 66
10944 3 97 72 68
10945 3 97 72 51
10946 3 97 72 53
10947 1 97 72 92
10948 1 97 72 96
10949 1 97 72 98
10950 1 97 72 77
10951 2 42 72 46
10952 2 42 72 48
10953 3 42 72 27
10954 2 42 72 66
10955 2 42 72 68
10956 4 42 72 51
10957 4 42 72 53
10958 3 42 72 92
10959 4 42 72 96
10960 4 42 72 98
10961 6 42 72 77
10962 3 46 72 48
10963 2 46 72 27
10964 2 46 72 66
10965 4 46 72 68
10966 2 46 72 51
10967 4 46 72 53
10968 4 46 72 92
10969 3 46 72 96
10970 6 46 72 98
10971 4 46 72 77
10972 2 48 72 27
10973 4 48 72 66
10974 2 48 72 68
10975 4 48 72 51
10976 2 48 72 53
10977 4 48 72 92
10978 6 48 72 96
10979 3 48 72 98
10980 4 48 72 77
10981 4 27 72 66
10982 4 27 72 68
10983 2 27 72 51
10984 2 27 72 53
10985 6 27 72 92
10986 4 27 72 96
10987 4 27 72 98
10988 3 27 72 77
10989 3 66 72 68
10990 3 66 72 51
10991 6 66 72 53
10992 2 66 72 92
10993 2 66 72 96
10994 4 66 72 98
10995 4 66 72 77
10996 6 68 72 51
10997 3 68 72 53
10998 2 68 72 92
10999 4 68 72 96
11000 2 68 72 98
11001 4 68 72 77
11002 3 51 72 53
11003 4 51 72 92
11004 2 51 72 96
11005 4 51 72 98
11006 2 51 72 77
11007 4 53 72 92
11008 4 53 72 96
11009 2 53 72 98
11010 2 53 72 77
11011 2 92 72 96
11012 2 92 72 98
11013 3 92 72 77
11014 3 96 72 98
11015 2 96 72 77
11016 2 98 72 77
11017 3 48 73 68
11018 3 48 73 72
11019 3 48 73 74
11020 3 48 73 53
11021 6 48 73 98
11022 1 48 73 43
11023 1 48 73 47
11024 1 48 73 49
11025 1 48 73 28
11026 3 48 73 67
11027 3 48 73 69
11028 3 48 73 52
11029 3 48 73 54
11030 5 48 73 93
11031 5 48 73 97
11032 5 48 73 99
11033 5 48 73 78
11034 3 68 73 72
11035 3 68 73 74
11036 6 68 73 53
11037 3 68 73 98
11038 1 68 73 43
11039 3 68 73 47
11040 3 68 73 49
11041 5 68 73 28
11042 1 68 73 67
11043 1 68 73 69
11044 5 68 73 52
11045 5 68 73 54
11046 1 68 73 93
11047 3 68 73 97
11048 3 68 73 99
11049 5 68 73 78
11050 6 72 73 74
11051 3 72 73 53
11052 3 72 73 98
11053 3 72 73 43
11054 1 72 73 47
11055 5 72 73 49
11056 3 72 73 28
11057 1 72 73 67
11058 5 72 73 69
11059 1 72 73 52
11060 5 72 73 54
11061 3 72 73 93
11062 1 72 73 97
11063 5 72 73 99
11064 3 72 73 78
11065 3 74 73 53
11066 3 74 73 98
11067 3 74 73 43
11068 5 74 73 47
11069 1 74 73 49
11070 3 74 73 28
11071 5 74 73 67
11072 1 74 73 69
11073 5 74 73 52
11074 1 74 73 54
11075 3 74 73 93
11076 5 74 73 97
11077 1 74 73 99
11078 3 74 73 78
11079 3 53 73 98
11080 5 53 73 43
11081 3 53 73 47
11082 3 53 73 49
11083 1 53 73 28
11084 5 53 73 67
11085 5 53 73 69
11086 1 53 73 52
11087 1 53 73 54
11088 5 53 73 93
11089 3 53 73 97
11090 3 53 73 99
11091 1 53 73 78
11092 5 98 73 43
11093 5 98 73 47
11094 5 98 73 49
11095 5 98 73 28
11096 3 98 73 67
11097 3 98 73 69
11098 3 98 73 52
11099 3 98 73 54
11100 1 98 73 93
11101 1 98 73 97
11102 1 98 73 99
11103 1 98 73 78
11104 2 43 73 47
11105 2 43 73 49
11106 3 43 73 28
11107 2 43 73 67
11108 2 43 73 69
11109 4 43 73 52
11110 4 43 73 54
11111 3 43 73 93
11112 4 43 73 97
11113 4 43 73 99
11114 6 43 73 78
11115 3 47 73 49
11116 2 47 73 28
11117 2 47 73 67
11118 4 47 73 69
11119 2 47 73 52
11120 4 47 73 54
11121 4 47 73 93
11122 3 47 73 97
11123 6 47 73 99
11124 4 47 73 78
11125 2 49 73 28
11126 4 49 73 67
11127 2 49 73 69
11128 4 49 73 52
11129 2 49 73 54
11130 4 49 73 93
11131 6 49 73 97
11132 3 49 73 99
11133 4 49 73 78
11134 4 28 73 67
11135 4 28 73 69
11136 2 28 73 52
11137 2 28 73 54
11138 6 28 73 93
11139 4 28 73 97
11140 4 28 73 99
11141 3 28 73 78
11142 3 67 73 69
11143 3 67 73 52
11144 6 67 73 54
11145 2 67 73 93
11146 2 67 73 97
11147 4 67 73 99
11148 4 67 73 78
11149 6 69 73 52
11150 3 69 73 54
11151 2 69 73 93
11152 4 69 73 97
11153 2 69 73 99
11154 4 69 73 78
11155 3 52 73 54
11156 4 52 73 93
11157 2 52 73 97
11158 4 52 73 99
11159 2 52 73 78
11160 4 54 73 93
11161 4 54 73 97
11162 2 54 73 99
11163 2 54 73 78
11164 2 93 73 97
11165 2 93 73 99
11166 3 93 73 78
11167 3 97 73 99
11168 2 97 73 78
11169 2 99 73 78
11170 3 49 74 69
11171 3 49 74 73
11172 3 49 74 75
11173 3 49 74 54
11174 6 49 74 99
11175 1 49 74 44
11176 1 49 74 48
11177 1 49 74 50
11178 1 49 74 29
11179 3 49 74 68
11180 3 49 74 70
11181 3 49 74 53
11182 3 49 74 55
11183 5 49 74 94
11184 5 49 74 98
11185 5 49 74 100
11186 5 49 74 79
11187 3 69 74 73
11188 3 69 74 75
11189 6 69 74 54
11190 3 69 74 99
11191 1 69 74 44
11192 3 69 74 48
11193 3 69 74 50
11194 5 69 74 29
11195 1 69 74 68
11196 1 69 74 70
11197 5 69 74 53
11198 5 69 74 55
11199 1 69 74 94
11200 3 69 74 98
11201 3 69 74 100
11202 5 69 74 79
11203 6 73 74 75
11204 3 73 74 54
11205 3 73 74 99
11206 3 73 74 44
11207 1 73 74 48
11208 5 73 74 50
11209 3 73 74 29
11210 1 73 74 68
11211 5 73 74 70
11212 1 73 74 53
11213 5 73 74 55
11214 3 73 74 94
11215 1 73 74 98
11216 5 73 74 100
11217 3 73 74 79
11218 3 75 74 54
11219 3 75 74 99
11220 3 75 74 44
11221 5 75 74 48
11222 1 75 74 50
11223 3 75 74 29
11224 5 75 74 68
11225 1 75 74 70
11226 5 75 74 53
11227 1 75 74 55
11228 3 75 74 94
11229 5 75 74 98
11230 1 75 74 100
11231 3 75 74 79
11232 3 54 74 99
11233 5 54 74 44
11234 3 54 74 48
11235 3 54 74 50
11236 1 54 74 29
11237 5 54 74 68
11238 5 54 74 70
11239 1 54 74 53
11240 1 54 74 55
11241 5 54 74 94
11242 3 54 74 98
11243 3 54 74 100
11244 1 54 74 79
11245 5 99 74 44
11246 5 99 74 48
11247 5 99 74 50
11248 5 99 74 29
11249 3 99 74 68
11250 3 99 74 70
11251 3 99 74 53
11252 3 99 74 55
11253 1 99 74 94
11254 1 99 74 98
11255 1 99 74 100
11256 1 99 74 79
11257 2 44 74 48
11258 2 44 74 50
11259 3 44 74 29
11260 2 44 74 68
11261 2 44 74 70
11262 4 44 74 53
11263 4 44 74 55
11264 3 44 74 94
11265 4 44 74 98
11266 4 44 74 100
11267 6 44 74 79
11268 3 48 74 50
11269 2 48 74 29
11270 2 48 74 68
11271 4 48 74 70
11272 2 48 74 53
11273 4 48 74 55
11274 4 48 74 94
11275 3 48 74 98
11276 6 48 74 100
11277 4 48 74 79
11278 2 50 74 29
11279 4 50 74 68
11280 2 50 74 70
11281 4 50 74 53
11282 2 50 74 55
11283 4 50 74 94
11284 6 50 74 98
11285 3 50 74 100
11286 4 50 74 79
11287 4 29 74 68
11288 4 29 74 70
11289 2 29 74 53
11290 2 29 74 55
11291 6 29 74 94
11292 4 29 74 98
11293 4 29 74 100
11294 3 29 74 79
11295 3 68 74 70
11296 3 68 74 53
11297 6 68 74 55
11298 2 68 74 94
11299 2 68 74 98
11300 4 68 74 100
11301 4 68 74 79
11302 6 70 74 53
11303 3 70 74 55
11304 2 70 74 94
11305 4 70 74 98
11306 2 70 74 100
11307 4 70 74 79
11308 3 53 74 55
11309 4 53 74 94
11310 2 53 74 98
11311 4 53 74 100
11312 2 53 74 79
11313 4 55 74 94
11314 4 55 74 98
11315 2 55 74 100
11316 2 55 74 79
11317 2 94 74 98
11318 2 94 74 100
11319 3 94 74 79
11320 3 98 74 100
11321 2 98 74 79
11322 2 100 74 79
11323 3 50 75 70
11324 3 50 75 74
11325 3 50 75 71
11326 3 50 75 55
11327 6 50 75 100
11328 1 50 75 45
11329 1 50 75 49
11330 1 50 75 46
11331 1 50 75 30
11332 3 50 75 69
11333 3 50 75 66
11334 3 50 75 54
11335 3 50 75 51
11336 5 50 75 95
11337 5 50 75 99
11338 5 50 75 96
11339 5 50 75 80
11340 3 70 75 74
11341 3 70 75 71
11342 6 70 75 55
11343 3 70 75 100
11344 1 70 75 45
11345 3 70 75 49
11346 3 70 75 46
11347 5 70 75 30
11348 1 70 75 69
11349 1 70 75 66
11350 5 70 75 54
11351 5 70 75 51
11352 1 70 75 95
11353 3 70 75 99
11354 3 70 75 96
11355 5 70 75 80
11356 6 74 75 71
11357 3 74 75 55
11358 3 74 75 100
11359 3 74 75 45
11360 1 74 75 49
11361 5 74 75 46
11362 3 74 75 30
11363 1 74 75 69
11364 5 74 75 66
11365 1 74 75 54
11366 5 74 75 51
11367 3 74 75 95
11368 1 74 75 99
11369 5 74 75 96
11370 3 74 75 80
11371 3 71 75 55
11372 3 71 75 100
11373 3 71 75 45
11374 5 71 75 49
11375 1 71 75 46
11376 3 71 75 30
11377 5 71 75 69
11378 1 71 75 66
11379 5 71 75 54
11380 1 71 75 51
11381 3 71 75 95
11382 5 71 75 99
11383 1 71 75 96
11384 3 71 75 80
11385 3 55 75 100
11386 5 55 75 45
11387 3 55 75 49
11388 3 55 75 46
11389 1 55 75 30
11390 5 55 75 69
11391 5 55 75 66
11392 1 55 75 54
11393 1 55 75 51
11394 5 55 75 95
11395 3 55 75 99
11396 3 55 75 96
11397 1 55 75 80
11398 5 100 75 45
11399 5 100 75 49
11400 5 100 75 46
11401 5 100 75 30
11402 3 100 75 69
11403 3 100 75 66
11404 3 100 75 54
11405 3 100 75 51
11406 1 100 75 95
11407 1 100 75 99
11408 1 100 75 96
11409 1 100 75 80
11410 2 45 75 49
11411 2 45 75 46
11412 3 45 75 30
11413 2 45 75 69
11414 2 45 75 66
11415 4 45 75 54
11416 4 45 75 51
11417 3 45 75 95
11418 4 45 75 99
11419 4 45 75 96
11420 6 45 75 80
11421 3 49 75 46
11422 2 49 75 30
11423 2 49 75 69
11424 4 49 75 66
11425 2 49 75 54
11426 4 49 75 51
11427 4 49 75 95
11428 3 49 75 99
11429 6 49 75 96
11430 4 49 75 80
11431 2 46 75 30
11432 4 46 75 69
11433 2 46 75 66
11434 4 46 75 54
11435 2 46 75 51
11436 4 46 75 95
11437 6 46 75 99
11438 3 46 75 96
11439 4 46 75 80
11440 4 30 75 69
11441 4 30 75 66
11442 2 30 75 54
11443 2 30 75 51
11444 6 30 75 95
11445 4 30 75 99
11446 4 30 75 96
