LAMMPS data file for SC lattice

125 atoms
19125 angles

1 atom types
6 angle types

0.0 5 xlo xhi
0.0 5 ylo yhi
0.0 5 zlo zhi

Masses

1 1.0

Atoms

4615 5 26 31 11
4616 1 26 31 30
4617 1 26 31 27
4618 5 26 31 40
4619 5 26 31 37
4620 1 26 31 51
4621 3 26 31 60
4622 3 26 31 57
4623 5 26 31 61
4624 6 35 31 32
4625 3 35 31 36
4626 3 35 31 56
4627 3 35 31 1
4628 1 35 31 10
4629 5 35 31 7
4630 3 35 31 11
4631 1 35 31 30
4632 5 35 31 27
4633 1 35 31 40
4634 5 35 31 37
4635 3 35 31 51
4636 1 35 31 60
4637 5 35 31 57
4638 3 35 31 61
4639 3 32 31 36
4640 3 32 31 56
4641 3 32 31 1
4642 5 32 31 10
4643 1 32 31 7
4644 3 32 31 11
4645 5 32 31 30
4646 1 32 31 27
4647 5 32 31 40
4648 1 32 31 37
4649 3 32 31 51
4650 5 32 31 60
4651 1 32 31 57
4652 3 32 31 61
4653 3 36 31 56
4654 5 36 31 1
4655 3 36 31 10
4656 3 36 31 7
4657 1 36 31 11
4658 5 36 31 30
4659 5 36 31 27
4660 1 36 31 40
4661 1 36 31 37
4662 5 36 31 51
4663 3 36 31 60
4664 3 36 31 57
4665 1 36 31 61
4666 5 56 31 1
4667 5 56 31 10
4668 5 56 31 7
4669 5 56 31 11
4670 3 56 31 30
4671 3 56 31 27
4672 3 56 31 40
4673 3 56 31 37
4674 1 56 31 51
4675 1 56 31 60
4676 1 56 31 57
4677 1 56 31 61
4678 2 1 31 10
4679 2 1 31 7
4680 3 1 31 11
4681 2 1 31 30
4682 2 1 31 27
4683 4 1 31 40
4684 4 1 31 37
4685 3 1 31 51
4686 4 1 31 60
4687 4 1 31 57
4688 6 1 31 61
4689 3 10 31 7
4690 2 10 31 11
4691 2 10 31 30
4692 4 10 31 27
4693 2 10 31 40
4694 4 10 31 37
4695 4 10 31 51
4696 3 10 31 60
4697 6 10 31 57
4698 4 10 31 61
4699 2 7 31 11
4700 4 7 31 30
4701 2 7 31 27
4702 4 7 31 40
4703 2 7 31 37
4704 4 7 31 51
4705 6 7 31 60
4706 3 7 31 57
4707 4 7 31 61
4708 4 11 31 30
4709 4 11 31 27
4710 2 11 31 40
4711 2 11 31 37
4712 6 11 31 51
4713 4 11 31 60
4714 4 11 31 57
4715 3 11 31 61
4716 3 30 31 27
4717 3 30 31 40
4718 6 30 31 37
4719 2 30 31 51
4720 2 30 31 60
4721 4 30 31 57
4722 4 30 31 61
4723 6 27 31 40
4724 3 27 31 37
4725 2 27 31 51
4726 4 27 31 60
4727 2 27 31 57
4728 4 27 31 61
4729 3 40 31 37
4730 4 40 31 51
4731 2 40 31 60
4732 4 40 31 57
4733 2 40 31 61
4734 4 37 31 51
4735 4 37 31 60
4736 2 37 31 57
4737 2 37 31 61
4738 2 51 31 60
4739 2 51 31 57
4740 3 51 31 61
4741 3 60 31 57
4742 2 60 31 61
4743 2 57 31 61
4744 3 7 32 27
4745 3 7 32 31
4746 3 7 32 33
4747 3 7 32 37
4748 6 7 32 57
4749 1 7 32 2
4750 1 7 32 6
4751 1 7 32 8
4752 1 7 32 12
4753 3 7 32 26
4754 3 7 32 28
4755 3 7 32 36
4756 3 7 32 38
4757 5 7 32 52
4758 5 7 32 56
4759 5 7 32 58
4760 5 7 32 62
4761 3 27 32 31
4762 3 27 32 33
4763 6 27 32 37
4764 3 27 32 57
4765 1 27 32 2
4766 3 27 32 6
4767 3 27 32 8
4768 5 27 32 12
4769 1 27 32 26
4770 1 27 32 28
4771 5 27 32 36
4772 5 27 32 38
4773 1 27 32 52
4774 3 27 32 56
4775 3 27 32 58
4776 5 27 32 62
4777 6 31 32 33
4778 3 31 32 37
4779 3 31 32 57
4780 3 31 32 2
4781 1 31 32 6
4782 5 31 32 8
4783 3 31 32 12
4784 1 31 32 26
4785 5 31 32 28
4786 1 31 32 36
4787 5 31 32 38
4788 3 31 32 52
4789 1 31 32 56
4790 5 31 32 58
4791 3 31 32 62
4792 3 33 32 37
4793 3 33 32 57
4794 3 33 32 2
4795 5 33 32 6
4796 1 33 32 8
4797 3 33 32 12
4798 5 33 32 26
4799 1 33 32 28
4800 5 33 32 36
4801 1 33 32 38
4802 3 33 32 52
4803 5 33 32 56
4804 1 33 32 58
4805 3 33 32 62
4806 3 37 32 57
4807 5 37 32 2
4808 3 37 32 6
4809 3 37 32 8
4810 1 37 32 12
4811 5 37 32 26
4812 5 37 32 28
4813 1 37 32 36
4814 1 37 32 38
4815 5 37 32 52
4816 3 37 32 56
4817 3 37 32 58
4818 1 37 32 62
4819 5 57 32 2
4820 5 57 32 6
4821 5 57 32 8
4822 5 57 32 12
4823 3 57 32 26
4824 3 57 32 28
4825 3 57 32 36
4826 3 57 32 38
4827 1 57 32 52
4828 1 57 32 56
4829 1 57 32 58
4830 1 57 32 62
4831 2 2 32 6
4832 2 2 32 8
4833 3 2 32 12
4834 2 2 32 26
4835 2 2 32 28
4836 4 2 32 36
4837 4 2 32 38
4838 3 2 32 52
4839 4 2 32 56
4840 4 2 32 58
4841 6 2 32 62
4842 3 6 32 8
4843 2 6 32 12
4844 2 6 32 26
4845 4 6 32 28
4846 2 6 32 36
4847 4 6 32 38
4848 4 6 32 52
4849 3 6 32 56
4850 6 6 32 58
4851 4 6 32 62
4852 2 8 32 12
4853 4 8 32 26
4854 2 8 32 28
4855 4 8 32 36
4856 2 8 32 38
4857 4 8 32 52
4858 6 8 32 56
4859 3 8 32 58
4860 4 8 32 62
4861 4 12 32 26
4862 4 12 32 28
4863 2 12 32 36
4864 2 12 32 38
4865 6 12 32 52
4866 4 12 32 56
4867 4 12 32 58
4868 3 12 32 62
4869 3 26 32 28
4870 3 26 32 36
4871 6 26 32 38
4872 2 26 32 52
4873 2 26 32 56
4874 4 26 32 58
4875 4 26 32 62
4876 6 28 32 36
4877 3 28 32 38
4878 2 28 32 52
4879 4 28 32 56
4880 2 28 32 58
4881 4 28 32 62
4882 3 36 32 38
4883 4 36 32 52
4884 2 36 32 56
4885 4 36 32 58
4886 2 36 32 62
4887 4 38 32 52
4888 4 38 32 56
4889 2 38 32 58
4890 2 38 32 62
4891 2 52 32 56
4892 2 52 32 58
4893 3 52 32 62
4894 3 56 32 58
4895 2 56 32 62
4896 2 58 32 62
4897 3 8 33 28
4898 3 8 33 32
4899 3 8 33 34
4900 3 8 33 38
4901 6 8 33 58
4902 1 8 33 3
4903 1 8 33 7
4904 1 8 33 9
4905 1 8 33 13
4906 3 8 33 27
4907 3 8 33 29
4908 3 8 33 37
4909 3 8 33 39
4910 5 8 33 53
4911 5 8 33 57
4912 5 8 33 59
4913 5 8 33 63
4914 3 28 33 32
4915 3 28 33 34
4916 6 28 33 38
4917 3 28 33 58
4918 1 28 33 3
4919 3 28 33 7
4920 3 28 33 9
4921 5 28 33 13
4922 1 28 33 27
4923 1 28 33 29
4924 5 28 33 37
4925 5 28 33 39
4926 1 28 33 53
4927 3 28 33 57
4928 3 28 33 59
4929 5 28 33 63
4930 6 32 33 34
4931 3 32 33 38
4932 3 32 33 58
4933 3 32 33 3
4934 1 32 33 7
4935 5 32 33 9
4936 3 32 33 13
4937 1 32 33 27
4938 5 32 33 29
4939 1 32 33 37
4940 5 32 33 39
4941 3 32 33 53
4942 1 32 33 57
4943 5 32 33 59
4944 3 32 33 63
4945 3 34 33 38
4946 3 34 33 58
4947 3 34 33 3
4948 5 34 33 7
4949 1 34 33 9
4950 3 34 33 13
4951 5 34 33 27
4952 1 34 33 29
4953 5 34 33 37
4954 1 34 33 39
4955 3 34 33 53
4956 5 34 33 57
4957 1 34 33 59
4958 3 34 33 63
4959 3 38 33 58
4960 5 38 33 3
4961 3 38 33 7
4962 3 38 33 9
4963 1 38 33 13
4964 5 38 33 27
4965 5 38 33 29
4966 1 38 33 37
4967 1 38 33 39
4968 5 38 33 53
4969 3 38 33 57
4970 3 38 33 59
4971 1 38 33 63
4972 5 58 33 3
4973 5 58 33 7
4974 5 58 33 9
4975 5 58 33 13
4976 3 58 33 27
4977 3 58 33 29
4978 3 58 33 37
4979 3 58 33 39
4980 1 58 33 53
4981 1 58 33 57
4982 1 58 33 59
4983 1 58 33 63
4984 2 3 33 7
4985 2 3 33 9
4986 3 3 33 13
4987 2 3 33 27
4988 2 3 33 29
4989 4 3 33 37
4990 4 3 33 39
4991 3 3 33 53
4992 4 3 33 57
4993 4 3 33 59
4994 6 3 33 63
4995 3 7 33 9
4996 2 7 33 13
4997 2 7 33 27
4998 4 7 33 29
4999 2 7 33 37
5000 4 7 33 39
5001 4 7 33 53
5002 3 7 33 57
5003 6 7 33 59
5004 4 7 33 63
5005 2 9 33 13
5006 4 9 33 27
5007 2 9 33 29
5008 4 9 33 37
5009 2 9 33 39
5010 4 9 33 53
5011 6 9 33 57
5012 3 9 33 59
5013 4 9 33 63
5014 4 13 33 27
5015 4 13 33 29
5016 2 13 33 37
5017 2 13 33 39
5018 6 13 33 53
5019 4 13 33 57
5020 4 13 33 59
5021 3 13 33 63
5022 3 27 33 29
5023 3 27 33 37
5024 6 27 33 39
5025 2 27 33 53
5026 2 27 33 57
5027 4 27 33 59
5028 4 27 33 63
5029 6 29 33 37
5030 3 29 33 39
5031 2 29 33 53
5032 4 29 33 57
5033 2 29 33 59
5034 4 29 33 63
5035 3 37 33 39
5036 4 37 33 53
5037 2 37 33 57
5038 4 37 33 59
5039 2 37 33 63
5040 4 39 33 53
5041 4 39 33 57
5042 2 39 33 59
5043 2 39 33 63
5044 2 53 33 57
5045 2 53 33 59
5046 3 53 33 63
5047 3 57 33 59
5048 2 57 33 63
5049 2 59 33 63
5050 3 9 34 29
5051 3 9 34 33
5052 3 9 34 35
5053 3 9 34 39
5054 6 9 34 59
5055 1 9 34 4
5056 1 9 34 8
5057 1 9 34 10
5058 1 9 34 14
5059 3 9 34 28
5060 3 9 34 30
5061 3 9 34 38
5062 3 9 34 40
5063 5 9 34 54
5064 5 9 34 58
5065 5 9 34 60
5066 5 9 34 64
5067 3 29 34 33
5068 3 29 34 35
5069 6 29 34 39
5070 3 29 34 59
5071 1 29 34 4
5072 3 29 34 8
5073 3 29 34 10
5074 5 29 34 14
5075 1 29 34 28
5076 1 29 34 30
5077 5 29 34 38
5078 5 29 34 40
5079 1 29 34 54
5080 3 29 34 58
5081 3 29 34 60
5082 5 29 34 64
5083 6 33 34 35
5084 3 33 34 39
5085 3 33 34 59
5086 3 33 34 4
5087 1 33 34 8
5088 5 33 34 10
5089 3 33 34 14
5090 1 33 34 28
5091 5 33 34 30
5092 1 33 34 38
5093 5 33 34 40
5094 3 33 34 54
5095 1 33 34 58
5096 5 33 34 60
5097 3 33 34 64
5098 3 35 34 39
5099 3 35 34 59
5100 3 35 34 4
5101 5 35 34 8
5102 1 35 34 10
5103 3 35 34 14
5104 5 35 34 28
5105 1 35 34 30
5106 5 35 34 38
5107 1 35 34 40
5108 3 35 34 54
5109 5 35 34 58
5110 1 35 34 60
5111 3 35 34 64
5112 3 39 34 59
5113 5 39 34 4
5114 3 39 34 8
5115 3 39 34 10
5116 1 39 34 14
5117 5 39 34 28
5118 5 39 34 30
5119 1 39 34 38
5120 1 39 34 40
5121 5 39 34 54
5122 3 39 34 58
5123 3 39 34 60
5124 1 39 34 64
5125 5 59 34 4
5126 5 59 34 8
5127 5 59 34 10
5128 5 59 34 14
5129 3 59 34 28
5130 3 59 34 30
5131 3 59 34 38
5132 3 59 34 40
5133 1 59 34 54
5134 1 59 34 58
5135 1 59 34 60
5136 1 59 34 64
5137 2 4 34 8
5138 2 4 34 10
5139 3 4 34 14
5140 2 4 34 28
5141 2 4 34 30
5142 4 4 34 38
5143 4 4 34 40
5144 3 4 34 54
5145 4 4 34 58
5146 4 4 34 60
5147 6 4 34 64
5148 3 8 34 10
5149 2 8 34 14
5150 2 8 34 28
5151 4 8 34 30
5152 2 8 34 38
5153 4 8 34 40
5154 4 8 34 54
5155 3 8 34 58
5156 6 8 34 60
5157 4 8 34 64
5158 2 10 34 14
5159 4 10 34 28
5160 2 10 34 30
5161 4 10 34 38
5162 2 10 34 40
5163 4 10 34 54
5164 6 10 34 58
5165 3 10 34 60
5166 4 10 34 64
5167 4 14 34 28
5168 4 14 34 30
5169 2 14 34 38
5170 2 14 34 40
5171 6 14 34 54
5172 4 14 34 58
5173 4 14 34 60
5174 3 14 34 64
5175 3 28 34 30
5176 3 28 34 38
5177 6 28 34 40
5178 2 28 34 54
5179 2 28 34 58
5180 4 28 34 60
5181 4 28 34 64
5182 6 30 34 38
5183 3 30 34 40
5184 2 30 34 54
5185 4 30 34 58
5186 2 30 34 60
5187 4 30 34 64
5188 3 38 34 40
5189 4 38 34 54
5190 2 38 34 58
5191 4 38 34 60
5192 2 38 34 64
5193 4 40 34 54
5194 4 40 34 58
5195 2 40 34 60
5196 2 40 34 64
5197 2 54 34 58
5198 2 54 34 60
5199 3 54 34 64
5200 3 58 34 60
5201 2 58 34 64
5202 2 60 34 64
5203 3 10 35 30
5204 3 10 35 34
5205 3 10 35 31
5206 3 10 35 40
5207 6 10 35 60
5208 1 10 35 5
5209 1 10 35 9
5210 1 10 35 6
5211 1 10 35 15
5212 3 10 35 29
5213 3 10 35 26
5214 3 10 35 39
5215 3 10 35 36
5216 5 10 35 55
5217 5 10 35 59
5218 5 10 35 56
5219 5 10 35 65
5220 3 30 35 34
5221 3 30 35 31
5222 6 30 35 40
5223 3 30 35 60
5224 1 30 35 5
5225 3 30 35 9
5226 3 30 35 6
5227 5 30 35 15
5228 1 30 35 29
5229 1 30 35 26
5230 5 30 35 39
5231 5 30 35 36
5232 1 30 35 55
5233 3 30 35 59
5234 3 30 35 56
5235 5 30 35 65
5236 6 34 35 31
5237 3 34 35 40
5238 3 34 35 60
5239 3 34 35 5
5240 1 34 35 9
5241 5 34 35 6
5242 3 34 35 15
5243 1 34 35 29
5244 5 34 35 26
5245 1 34 35 39
5246 5 34 35 36
5247 3 34 35 55
5248 1 34 35 59
5249 5 34 35 56
5250 3 34 35 65
5251 3 31 35 40
5252 3 31 35 60
5253 3 31 35 5
5254 5 31 35 9
5255 1 31 35 6
5256 3 31 35 15
5257 5 31 35 29
5258 1 31 35 26
5259 5 31 35 39
5260 1 31 35 36
5261 3 31 35 55
5262 5 31 35 59
5263 1 31 35 56
5264 3 31 35 65
5265 3 40 35 60
5266 5 40 35 5
5267 3 40 35 9
5268 3 40 35 6
5269 1 40 35 15
5270 5 40 35 29
5271 5 40 35 26
5272 1 40 35 39
5273 1 40 35 36
5274 5 40 35 55
5275 3 40 35 59
5276 3 40 35 56
5277 1 40 35 65
5278 5 60 35 5
5279 5 60 35 9
5280 5 60 35 6
5281 5 60 35 15
5282 3 60 35 29
5283 3 60 35 26
5284 3 60 35 39
5285 3 60 35 36
5286 1 60 35 55
5287 1 60 35 59
5288 1 60 35 56
5289 1 60 35 65
5290 2 5 35 9
5291 2 5 35 6
5292 3 5 35 15
5293 2 5 35 29
5294 2 5 35 26
5295 4 5 35 39
5296 4 5 35 36
5297 3 5 35 55
5298 4 5 35 59
5299 4 5 35 56
5300 6 5 35 65
5301 3 9 35 6
5302 2 9 35 15
5303 2 9 35 29
5304 4 9 35 26
5305 2 9 35 39
5306 4 9 35 36
5307 4 9 35 55
5308 3 9 35 59
5309 6 9 35 56
5310 4 9 35 65
5311 2 6 35 15
5312 4 6 35 29
5313 2 6 35 26
5314 4 6 35 39
5315 2 6 35 36
5316 4 6 35 55
5317 6 6 35 59
5318 3 6 35 56
5319 4 6 35 65
5320 4 15 35 29
5321 4 15 35 26
5322 2 15 35 39
5323 2 15 35 36
5324 6 15 35 55
5325 4 15 35 59
5326 4 15 35 56
5327 3 15 35 65
5328 3 29 35 26
5329 3 29 35 39
5330 6 29 35 36
5331 2 29 35 55
5332 2 29 35 59
5333 4 29 35 56
5334 4 29 35 65
5335 6 26 35 39
5336 3 26 35 36
5337 2 26 35 55
5338 4 26 35 59
5339 2 26 35 56
5340 4 26 35 65
5341 3 39 35 36
5342 4 39 35 55
5343 2 39 35 59
5344 4 39 35 56
5345 2 39 35 65
5346 4 36 35 55
5347 4 36 35 59
5348 2 36 35 56
5349 2 36 35 65
5350 2 55 35 59
5351 2 55 35 56
5352 3 55 35 65
5353 3 59 35 56
5354 2 59 35 65
5355 2 56 35 65
5356 3 11 36 31
5357 3 11 36 40
5358 3 11 36 37
5359 3 11 36 41
5360 6 11 36 61
5361 1 11 36 6
5362 1 11 36 15
5363 1 11 36 12
5364 1 11 36 16
5365 3 11 36 35
5366 3 11 36 32
5367 3 11 36 45
5368 3 11 36 42
5369 5 11 36 56
5370 5 11 36 65
5371 5 11 36 62
5372 5 11 36 66
5373 3 31 36 40
5374 3 31 36 37
5375 6 31 36 41
5376 3 31 36 61
5377 1 31 36 6
5378 3 31 36 15
5379 3 31 36 12
5380 5 31 36 16
5381 1 31 36 35
5382 1 31 36 32
5383 5 31 36 45
5384 5 31 36 42
5385 1 31 36 56
5386 3 31 36 65
5387 3 31 36 62
5388 5 31 36 66
5389 6 40 36 37
5390 3 40 36 41
5391 3 40 36 61
5392 3 40 36 6
5393 1 40 36 15
5394 5 40 36 12
5395 3 40 36 16
5396 1 40 36 35
5397 5 40 36 32
5398 1 40 36 45
5399 5 40 36 42
5400 3 40 36 56
5401 1 40 36 65
5402 5 40 36 62
5403 3 40 36 66
5404 3 37 36 41
5405 3 37 36 61
5406 3 37 36 6
5407 5 37 36 15
5408 1 37 36 12
5409 3 37 36 16
5410 5 37 36 35
5411 1 37 36 32
5412 5 37 36 45
5413 1 37 36 42
5414 3 37 36 56
5415 5 37 36 65
5416 1 37 36 62
5417 3 37 36 66
5418 3 41 36 61
5419 5 41 36 6
5420 3 41 36 15
5421 3 41 36 12
5422 1 41 36 16
5423 5 41 36 35
5424 5 41 36 32
5425 1 41 36 45
5426 1 41 36 42
5427 5 41 36 56
5428 3 41 36 65
5429 3 41 36 62
5430 1 41 36 66
5431 5 61 36 6
5432 5 61 36 15
5433 5 61 36 12
5434 5 61 36 16
5435 3 61 36 35
5436 3 61 36 32
5437 3 61 36 45
5438 3 61 36 42
5439 1 61 36 56
5440 1 61 36 65
5441 1 61 36 62
5442 1 61 36 66
5443 2 6 36 15
5444 2 6 36 12
5445 3 6 36 16
5446 2 6 36 35
5447 2 6 36 32
5448 4 6 36 45
5449 4 6 36 42
5450 3 6 36 56
5451 4 6 36 65
5452 4 6 36 62
5453 6 6 36 66
5454 3 15 36 12
5455 2 15 36 16
5456 2 15 36 35
5457 4 15 36 32
5458 2 15 36 45
5459 4 15 36 42
5460 4 15 36 56
5461 3 15 36 65
5462 6 15 36 62
5463 4 15 36 66
5464 2 12 36 16
5465 4 12 36 35
5466 2 12 36 32
5467 4 12 36 45
5468 2 12 36 42
5469 4 12 36 56
5470 6 12 36 65
5471 3 12 36 62
5472 4 12 36 66
5473 4 16 36 35
5474 4 16 36 32
5475 2 16 36 45
5476 2 16 36 42
5477 6 16 36 56
5478 4 16 36 65
5479 4 16 36 62
5480 3 16 36 66
5481 3 35 36 32
5482 3 35 36 45
5483 6 35 36 42
5484 2 35 36 56
5485 2 35 36 65
5486 4 35 36 62
5487 4 35 36 66
5488 6 32 36 45
5489 3 32 36 42
5490 2 32 36 56
5491 4 32 36 65
5492 2 32 36 62
5493 4 32 36 66
5494 3 45 36 42
5495 4 45 36 56
5496 2 45 36 65
5497 4 45 36 62
5498 2 45 36 66
5499 4 42 36 56
5500 4 42 36 65
5501 2 42 36 62
5502 2 42 36 66
5503 2 56 36 65
5504 2 56 36 62
5505 3 56 36 66
5506 3 65 36 62
5507 2 65 36 66
5508 2 62 36 66
5509 3 12 37 32
5510 3 12 37 36
5511 3 12 37 38
5512 3 12 37 42
5513 6 12 37 62
5514 1 12 37 7
5515 1 12 37 11
5516 1 12 37 13
5517 1 12 37 17
5518 3 12 37 31
5519 3 12 37 33
5520 3 12 37 41
5521 3 12 37 43
5522 5 12 37 57
5523 5 12 37 61
5524 5 12 37 63
5525 5 12 37 67
5526 3 32 37 36
5527 3 32 37 38
5528 6 32 37 42
5529 3 32 37 62
5530 1 32 37 7
5531 3 32 37 11
5532 3 32 37 13
5533 5 32 37 17
5534 1 32 37 31
5535 1 32 37 33
5536 5 32 37 41
5537 5 32 37 43
5538 1 32 37 57
5539 3 32 37 61
5540 3 32 37 63
5541 5 32 37 67
5542 6 36 37 38
5543 3 36 37 42
5544 3 36 37 62
5545 3 36 37 7
5546 1 36 37 11
5547 5 36 37 13
5548 3 36 37 17
5549 1 36 37 31
5550 5 36 37 33
5551 1 36 37 41
5552 5 36 37 43
5553 3 36 37 57
5554 1 36 37 61
5555 5 36 37 63
5556 3 36 37 67
5557 3 38 37 42
5558 3 38 37 62
5559 3 38 37 7
5560 5 38 37 11
5561 1 38 37 13
5562 3 38 37 17
5563 5 38 37 31
5564 1 38 37 33
5565 5 38 37 41
5566 1 38 37 43
5567 3 38 37 57
5568 5 38 37 61
5569 1 38 37 63
5570 3 38 37 67
5571 3 42 37 62
5572 5 42 37 7
5573 3 42 37 11
5574 3 42 37 13
5575 1 42 37 17
5576 5 42 37 31
5577 5 42 37 33
5578 1 42 37 41
5579 1 42 37 43
5580 5 42 37 57
5581 3 42 37 61
5582 3 42 37 63
5583 1 42 37 67
5584 5 62 37 7
5585 5 62 37 11
5586 5 62 37 13
5587 5 62 37 17
5588 3 62 37 31
5589 3 62 37 33
5590 3 62 37 41
5591 3 62 37 43
5592 1 62 37 57
5593 1 62 37 61
5594 1 62 37 63
5595 1 62 37 67
5596 2 7 37 11
5597 2 7 37 13
5598 3 7 37 17
5599 2 7 37 31
5600 2 7 37 33
5601 4 7 37 41
5602 4 7 37 43
5603 3 7 37 57
5604 4 7 37 61
5605 4 7 37 63
5606 6 7 37 67
5607 3 11 37 13
5608 2 11 37 17
5609 2 11 37 31
5610 4 11 37 33
5611 2 11 37 41
5612 4 11 37 43
5613 4 11 37 57
5614 3 11 37 61
5615 6 11 37 63
5616 4 11 37 67
5617 2 13 37 17
5618 4 13 37 31
5619 2 13 37 33
5620 4 13 37 41
5621 2 13 37 43
5622 4 13 37 57
5623 6 13 37 61
5624 3 13 37 63
5625 4 13 37 67
5626 4 17 37 31
5627 4 17 37 33
5628 2 17 37 41
5629 2 17 37 43
5630 6 17 37 57
5631 4 17 37 61
5632 4 17 37 63
5633 3 17 37 67
5634 3 31 37 33
5635 3 31 37 41
5636 6 31 37 43
5637 2 31 37 57
5638 2 31 37 61
5639 4 31 37 63
5640 4 31 37 67
5641 6 33 37 41
5642 3 33 37 43
5643 2 33 37 57
5644 4 33 37 61
5645 2 33 37 63
5646 4 33 37 67
5647 3 41 37 43
5648 4 41 37 57
5649 2 41 37 61
5650 4 41 37 63
5651 2 41 37 67
5652 4 43 37 57
5653 4 43 37 61
5654 2 43 37 63
5655 2 43 37 67
5656 2 57 37 61
5657 2 57 37 63
5658 3 57 37 67
5659 3 61 37 63
5660 2 61 37 67
5661 2 63 37 67
5662 3 13 38 33
5663 3 13 38 37
5664 3 13 38 39
5665 3 13 38 43
5666 6 13 38 63
5667 1 13 38 8
5668 1 13 38 12
5669 1 13 38 14
5670 1 13 38 18
5671 3 13 38 32
5672 3 13 38 34
5673 3 13 38 42
5674 3 13 38 44
5675 5 13 38 58
5676 5 13 38 62
5677 5 13 38 64
5678 5 13 38 68
5679 3 33 38 37
5680 3 33 38 39
5681 6 33 38 43
5682 3 33 38 63
5683 1 33 38 8
5684 3 33 38 12
5685 3 33 38 14
5686 5 33 38 18
5687 1 33 38 32
5688 1 33 38 34
5689 5 33 38 42
5690 5 33 38 44
5691 1 33 38 58
5692 3 33 38 62
5693 3 33 38 64
5694 5 33 38 68
5695 6 37 38 39
5696 3 37 38 43
5697 3 37 38 63
5698 3 37 38 8
5699 1 37 38 12
5700 5 37 38 14
5701 3 37 38 18
5702 1 37 38 32
5703 5 37 38 34
5704 1 37 38 42
5705 5 37 38 44
5706 3 37 38 58
5707 1 37 38 62
5708 5 37 38 64
5709 3 37 38 68
5710 3 39 38 43
5711 3 39 38 63
5712 3 39 38 8
5713 5 39 38 12
5714 1 39 38 14
5715 3 39 38 18
5716 5 39 38 32
5717 1 39 38 34
5718 5 39 38 42
5719 1 39 38 44
5720 3 39 38 58
5721 5 39 38 62
5722 1 39 38 64
5723 3 39 38 68
5724 3 43 38 63
5725 5 43 38 8
5726 3 43 38 12
5727 3 43 38 14
5728 1 43 38 18
5729 5 43 38 32
5730 5 43 38 34
5731 1 43 38 42
5732 1 43 38 44
5733 5 43 38 58
5734 3 43 38 62
5735 3 43 38 64
5736 1 43 38 68
5737 5 63 38 8
5738 5 63 38 12
5739 5 63 38 14
5740 5 63 38 18
5741 3 63 38 32
5742 3 63 38 34
5743 3 63 38 42
5744 3 63 38 44
5745 1 63 38 58
5746 1 63 38 62
5747 1 63 38 64
5748 1 63 38 68
5749 2 8 38 12
5750 2 8 38 14
5751 3 8 38 18
5752 2 8 38 32
5753 2 8 38 34
5754 4 8 38 42
5755 4 8 38 44
5756 3 8 38 58
5757 4 8 38 62
5758 4 8 38 64
5759 6 8 38 68
5760 3 12 38 14
5761 2 12 38 18
5762 2 12 38 32
5763 4 12 38 34
5764 2 12 38 42
5765 4 12 38 44
5766 4 12 38 58
5767 3 12 38 62
5768 6 12 38 64
5769 4 12 38 68
5770 2 14 38 18
5771 4 14 38 32
5772 2 14 38 34
5773 4 14 38 42
5774 2 14 38 44
5775 4 14 38 58
5776 6 14 38 62
5777 3 14 38 64
5778 4 14 38 68
5779 4 18 38 32
5780 4 18 38 34
5781 2 18 38 42
5782 2 18 38 44
5783 6 18 38 58
5784 4 18 38 62
5785 4 18 38 64
5786 3 18 38 68
5787 3 32 38 34
5788 3 32 38 42
5789 6 32 38 44
5790 2 32 38 58
5791 2 32 38 62
5792 4 32 38 64
5793 4 32 38 68
5794 6 34 38 42
5795 3 34 38 44
5796 2 34 38 58
5797 4 34 38 62
5798 2 34 38 64
5799 4 34 38 68
5800 3 42 38 44
5801 4 42 38 58
5802 2 42 38 62
5803 4 42 38 64
5804 2 42 38 68
5805 4 44 38 58
5806 4 44 38 62
5807 2 44 38 64
5808 2 44 38 68
5809 2 58 38 62
5810 2 58 38 64
5811 3 58 38 68
5812 3 62 38 64
5813 2 62 38 68
5814 2 64 38 68
5815 3 14 39 34
5816 3 14 39 38
5817 3 14 39 40
5818 3 14 39 44
5819 6 14 39 64
5820 1 14 39 9
5821 1 14 39 13
5822 1 14 39 15
5823 1 14 39 19
5824 3 14 39 33
5825 3 14 39 35
5826 3 14 39 43
5827 3 14 39 45
5828 5 14 39 59
5829 5 14 39 63
5830 5 14 39 65
5831 5 14 39 69
5832 3 34 39 38
5833 3 34 39 40
5834 6 34 39 44
5835 3 34 39 64
5836 1 34 39 9
5837 3 34 39 13
5838 3 34 39 15
5839 5 34 39 19
5840 1 34 39 33
5841 1 34 39 35
5842 5 34 39 43
5843 5 34 39 45
5844 1 34 39 59
5845 3 34 39 63
5846 3 34 39 65
5847 5 34 39 69
5848 6 38 39 40
5849 3 38 39 44
5850 3 38 39 64
5851 3 38 39 9
5852 1 38 39 13
5853 5 38 39 15
5854 3 38 39 19
5855 1 38 39 33
5856 5 38 39 35
5857 1 38 39 43
5858 5 38 39 45
5859 3 38 39 59
5860 1 38 39 63
5861 5 38 39 65
5862 3 38 39 69
5863 3 40 39 44
5864 3 40 39 64
5865 3 40 39 9
5866 5 40 39 13
5867 1 40 39 15
5868 3 40 39 19
5869 5 40 39 33
5870 1 40 39 35
5871 5 40 39 43
5872 1 40 39 45
5873 3 40 39 59
5874 5 40 39 63
5875 1 40 39 65
5876 3 40 39 69
5877 3 44 39 64
5878 5 44 39 9
